latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
10.05493,-64.85191,303.11,2.47,1.51,2021-12-27,0533,A,53,6.1NRT,288.24,18.84,N
9.78229,-63.25827,300.32,1.83,1.33,2021-12-27,0533,A,25,6.1NRT,288.24,9.83,N
9.66149,-63.63309,306.18,1.95,1.36,2021-12-27,0533,A,55,6.1NRT,285.25,20,N
9.65914,-63.61547,329.47,1.95,1.36,2021-12-27,0533,A,100,6.1NRT,287.29,76.5,N
9.65217,-63.56319,301.29,1.93,1.36,2021-12-27,0533,A,40,6.1NRT,284.72,14.25,N
9.64929,-63.63486,301.11,1.95,1.36,2021-12-27,0533,A,20,6.1NRT,285.32,12.75,N
9.64696,-63.61721,304.93,1.95,1.36,2021-12-27,0533,A,57,6.1NRT,285.67,18.54,N
9.624,-63.7276,322.44,1.98,1.37,2021-12-27,0533,A,100,6.1NRT,288.57,56.69,N
9.6217,-63.7098,318.54,1.98,1.37,2021-12-27,0533,A,97,6.1NRT,289.07,46.61,N
9.38989,-64.54318,301.63,2.28,1.46,2021-12-27,0533,A,32,6.1NRT,287.19,15.83,N
9.37418,-64.52441,303.67,2.27,1.46,2021-12-27,0533,A,56,6.1NRT,287.34,20.52,N
9.37155,-64.50394,301.58,2.26,1.46,2021-12-27,0533,A,42,6.1NRT,287.27,16.4,N
9.2425,-64.30362,331.5,2.17,1.43,2021-12-27,0533,A,100,6.1NRT,287.86,96.03,N
9.24002,-64.28426,322.69,2.16,1.43,2021-12-27,0533,A,100,6.1NRT,287.55,63.69,N
9.22969,-64.30527,304.17,2.17,1.43,2021-12-27,0533,A,59,6.1NRT,287.64,19.67,N
9.22723,-64.28589,302.71,2.16,1.43,2021-12-27,0533,A,51,6.1NRT,287.58,17.24,N
8.69054,-63.14552,308,1.73,1.29,2021-12-27,0533,A,73,6.1NRT,290.96,18.33,N
8.69297,-63.15075,312.64,1.73,1.29,2021-12-27,0533,A,85,6.1NRT,291.06,25.85,N
8.26403,-62.86506,302.76,1.62,1.25,2021-12-27,0533,A,51,6.1NRT,292.57,9.12,N
-17.9364,-44.06101,314.7,1.18,1.08,2021-12-27,1320,T,66,6.1NRT,295.99,9.06,D
-17.43851,-50.20592,322.17,1.33,1.14,2021-12-27,1320,T,67,6.1NRT,303.5,15.79,D
-17.95045,-49.27895,321.1,1.17,1.08,2021-12-27,1320,T,35,6.1NRT,306.26,11.98,D
-18.05412,-50.51522,321.93,1.36,1.16,2021-12-27,1320,T,46,6.1NRT,304.75,15.65,D
-19.1433,-44.09483,320.48,1.21,1.09,2021-12-27,1320,T,73,6.1NRT,288.69,19.59,D
-19.14483,-44.08331,314.64,1.21,1.09,2021-12-27,1320,T,42,6.1NRT,291.52,11.57,D
-19.81113,-43.1754,317.62,1.39,1.17,2021-12-27,1320,T,47,6.1NRT,301.45,15.26,D
-18.76941,-52.12447,320.58,1.7,1.28,2021-12-27,1320,T,41,6.1NRT,306.32,19.15,D
-18.15231,-56.95528,318.74,3.95,1.85,2021-12-27,1320,T,18,6.1NRT,299.48,55.7,D
-19.78321,-50.04546,327.76,1.21,1.09,2021-12-27,1320,T,39,6.1NRT,309.38,16.09,D
-20.0275,-48.8218,320.21,1.07,1.03,2021-12-27,1320,T,41,6.1NRT,302.14,9.25,D
-19.95269,-49.5114,327.17,1.13,1.06,2021-12-27,1320,T,30,6.1NRT,310.51,15.09,D
-21.12924,-42.37608,313.86,1.64,1.26,2021-12-27,1320,T,40,6.1NRT,297.61,10.58,D
-21.13104,-42.36027,314.54,1.65,1.26,2021-12-27,1320,T,42,6.1NRT,298.55,11.46,D
-21.0496,-48.52385,345.55,1.03,1.01,2021-12-27,1322,T,91,6.1NRT,303.64,42.75,D
-21.86028,-45.4306,312.69,1.11,1.05,2021-12-27,1322,T,58,6.1NRT,297.01,5.17,D
-21.88876,-46.24562,311.8,1.04,1.02,2021-12-27,1322,T,45,6.1NRT,297.52,5.95,D
-20.81562,-53.27705,331.15,1.87,1.34,2021-12-27,1322,T,64,6.1NRT,305.04,30.6,D
-22.25934,-47.06786,350.37,1.01,1,2021-12-27,1322,T,0,6.1NRT,291.71,57.48,D
-22.40244,-47.09745,314.83,1.01,1,2021-12-27,1322,T,21,6.1NRT,297.2,4.27,D
-22.90766,-43.73586,324.16,1.41,1.17,2021-12-27,1322,T,79,6.1NRT,300.65,23.23,D
-21.64703,-54.2089,326.79,2.1,1.41,2021-12-27,1322,T,27,6.1NRT,309.01,36.72,D
-21.75431,-53.63538,352.22,1.9,1.35,2021-12-27,1322,T,95,6.1NRT,305.73,132.47,D
-21.84099,-54.01113,326.12,2.02,1.38,2021-12-27,1322,T,64,6.1NRT,308.42,34.15,D
-23.7049,-48.01072,318.82,1,1,2021-12-27,1322,T,30,6.1NRT,303.81,8.44,D
-23.76453,-56.2309,328.43,2.64,1.56,2021-12-27,1322,T,69,6.1NRT,307.63,39.85,D
-25.02161,-49.5379,324.17,1.03,1.01,2021-12-27,1322,T,78,6.1NRT,299.58,14.65,D
-25.34288,-49.48995,312.34,1.02,1.01,2021-12-27,1322,T,41,6.1NRT,296.21,6.33,D
-25.66737,-49.17485,316.01,1.01,1,2021-12-27,1322,T,63,6.1NRT,300.89,6.02,D
-24.92773,-56.60301,325,2.64,1.56,2021-12-27,1322,T,54,6.1NRT,309.21,56.46,D
-25.52715,-55.15049,322.45,2.03,1.39,2021-12-27,1322,T,63,6.1NRT,307.06,22.55,D
-24.82446,-58.994,319.3,3.9,1.84,2021-12-27,1322,T,57,6.1NRT,304.54,51.68,D
-24.81225,-58.99828,319.63,3.9,1.84,2021-12-27,1322,T,58,6.1NRT,305.63,55.12,D
-24.74074,-59.79537,316.94,4.44,1.94,2021-12-27,1322,T,40,6.1NRT,301.59,63.55,D
-24.74107,-59.80072,318.64,4.44,1.94,2021-12-27,1322,T,52,6.1NRT,301.88,75.54,D
-25.08283,-58.76921,325.01,3.71,1.8,2021-12-27,1322,T,71,6.1NRT,308.76,85.94,D
-25.09078,-58.73309,319.8,3.68,1.8,2021-12-27,1322,T,58,6.1NRT,307.74,51.52,D
-25.13863,-58.74583,319.67,3.68,1.8,2021-12-27,1322,T,45,6.1NRT,306,49.39,D
-25.18585,-58.68261,326.7,3.64,1.79,2021-12-27,1322,T,65,6.1NRT,307.46,92.55,D
-25.12948,-58.74917,322.28,3.68,1.8,2021-12-27,1322,T,66,6.1NRT,306.05,68.81,D
-25.20116,-58.73012,331.55,3.66,1.79,2021-12-27,1322,T,80,6.1NRT,306.65,130.66,D
-25.44521,-57.59192,317.93,3.02,1.65,2021-12-27,1322,T,42,6.1NRT,306.49,26.35,D
-25.36416,-58.12564,331.78,3.3,1.72,2021-12-27,1322,T,80,6.1NRT,308.77,111.94,D
-25.21548,-58.70363,321.35,3.64,1.79,2021-12-27,1322,T,56,6.1NRT,308.42,52.53,D
-25.35881,-58.13161,332.17,3.3,1.72,2021-12-27,1322,T,81,6.1NRT,308.29,116.58,D
-25.36586,-58.09939,319.44,3.28,1.71,2021-12-27,1322,T,29,6.1NRT,307.85,33.2,D
-25.38108,-58.10333,321.99,3.28,1.71,2021-12-27,1322,T,66,6.1NRT,308.45,48.31,D
-25.23031,-59.09643,336.41,3.87,1.83,2021-12-27,1322,T,80,6.1NRT,304.81,214.01,D
-25.23536,-59.10351,334.97,3.87,1.83,2021-12-27,1322,T,84,6.1NRT,304.76,202.44,D
-25.24389,-59.06578,324.12,3.85,1.83,2021-12-27,1322,T,71,6.1NRT,304.59,103.03,D
-26.96658,-50.7729,316.95,1.08,1.04,2021-12-27,1322,T,65,6.1NRT,297.83,12.1,D
-26.96831,-50.76215,318.59,1.08,1.04,2021-12-27,1322,T,69,6.1NRT,296.63,13.7,D
-25.63035,-58.53774,317.35,3.47,1.75,2021-12-27,1322,T,45,6.1NRT,304.61,36.38,D
-25.63856,-58.54716,316.98,3.47,1.75,2021-12-27,1322,T,38,6.1NRT,306.05,35.78,D
-27.20304,-50.68766,314.26,1.07,1.03,2021-12-27,1322,T,49,6.1NRT,301.27,5.63,D
-29.29425,-57.25416,321.69,2.33,1.48,2021-12-27,1325,T,64,6.1NRT,308.98,24.23,D
-29.29918,-57.23052,322.52,2.32,1.47,2021-12-27,1325,T,66,6.1NRT,308.21,25.41,D
-30.4598,-52.44018,338.11,1.15,1.07,2021-12-27,1325,T,86,6.1NRT,307.59,33.84,D
-30.4694,-52.44217,336.8,1.15,1.07,2021-12-27,1325,T,85,6.1NRT,305.8,31.49,D
-30.13214,-58.47599,330.46,2.69,1.57,2021-12-27,1325,T,76,6.1NRT,306.49,66.06,D
-30.12071,-58.47982,325.35,2.69,1.57,2021-12-27,1325,T,67,6.1NRT,308.52,39.98,D
-30.54812,-58.9977,339.62,2.84,1.61,2021-12-27,1325,T,86,6.1NRT,305.31,140.81,D
-30.55447,-58.96862,329.77,2.83,1.61,2021-12-27,1325,T,75,6.1NRT,307.61,74.4,D
-30.54839,-59.00523,333.85,2.84,1.61,2021-12-27,1325,T,81,6.1NRT,304.54,102.97,D
-30.55493,-58.9762,333.51,2.83,1.61,2021-12-27,1325,T,80,6.1NRT,307.29,99.07,D
-31.99174,-52.30023,323.75,1.09,1.04,2021-12-27,1325,T,71,6.1NRT,302.63,13.07,D
-33.86743,-58.49582,318.11,2.19,1.44,2021-12-27,1325,T,0,6.1NRT,298.66,28.74,D
-13.44879,-53.73322,316.61,2.84,1.61,2021-12-27,1318,T,63,6.1NRT,296.61,33.19,D
-15.0492,-54.29348,316.03,2.91,1.63,2021-12-27,1318,T,43,6.1NRT,296.77,34.03,D
-33.86387,-58.5016,320.24,2.19,1.44,2021-12-27,1325,T,35,6.1NRT,299.03,29.71,D
-33.998,-58.80985,317.49,2.28,1.46,2021-12-27,1325,T,60,6.1NRT,298.47,33.75,D
-39.09835,-66.33066,319.31,4.64,1.97,2021-12-27,1327,T,53,6.1NRT,303.89,72.52,D
-39.11258,-66.27885,329.81,4.61,1.97,2021-12-27,1327,T,78,6.1NRT,302.65,179.45,D
-39.10972,-66.28555,332.04,4.61,1.97,2021-12-27,1327,T,80,6.1NRT,303.02,205.58,D
-40.9903,-62.83435,321.97,2.61,1.55,2021-12-27,1327,T,47,6.1NRT,301.99,27,D
-1.99096,-78.37368,314.84,4.64,1.97,2021-12-27,1454,T,0,6.1NRT,269.45,121.97,D
-2.009,-78.37318,327.38,4.64,1.97,2021-12-27,1454,T,0,6.1NRT,269.55,222.52,D
-2.01575,-78.32919,316.48,4.61,1.97,2021-12-27,1454,T,0,6.1NRT,270.99,126.35,D
-2.01657,-78.33326,320.34,4.61,1.97,2021-12-27,1454,T,0,6.1NRT,271.51,150.2,D
-13.71052,-75.21645,319.75,1.61,1.25,2021-12-27,1456,T,74,6.1NRT,297.49,14.99,D
-15.87908,-60.53815,313.47,4.31,1.92,2021-12-27,1456,T,47,6.1NRT,292.96,46.16,D
-16.1592,-60.78691,315.18,4.17,1.89,2021-12-27,1458,T,46,6.1NRT,294.49,50.6,D
-16.57548,-61.12845,313.2,3.97,1.85,2021-12-27,1458,T,60,6.1NRT,297.16,41.52,D
-15.93635,-71.67449,323.71,1.01,1.01,2021-12-27,1458,T,68,6.1NRT,307.44,8.77,D
-17.49016,-60.37753,314.42,4.64,1.97,2021-12-27,1458,T,51,6.1NRT,297.59,54.25,D
-20.40814,-68.04736,309.02,1.39,1.17,2021-12-27,1458,T,29,6.1NRT,293.56,6.89,D
-20.46453,-67.89835,312.2,1.42,1.18,2021-12-27,1458,T,40,6.1NRT,292.8,7.46,D
-21.91239,-62.44571,328.49,3.68,1.8,2021-12-27,1458,T,81,6.1NRT,304.4,89.51,D
-21.91562,-62.40984,334.1,3.71,1.8,2021-12-27,1458,T,86,6.1NRT,306.22,136.48,D
-21.91961,-62.45312,320.95,3.68,1.8,2021-12-27,1458,T,44,6.1NRT,302.75,37.72,D
-21.92262,-62.41726,337.46,3.71,1.8,2021-12-27,1458,T,88,6.1NRT,305.52,173.89,D
11.73519,-70.19204,323.6,1.75,1.3,2021-12-27,1452,T,58,6.1NRT,292.65,38.18,D
10.06096,-64.89185,314.64,1.01,1,2021-12-27,1452,T,47,6.1NRT,298.68,6.34,D
10.05827,-64.87371,328.58,1.01,1,2021-12-27,1452,T,83,6.1NRT,301.59,18.9,D
10.05692,-64.86465,337.61,1.01,1,2021-12-27,1452,T,89,6.1NRT,302.45,32.33,D
10.05558,-64.85556,319.34,1.01,1,2021-12-27,1452,T,63,6.1NRT,300.26,9.78,D
9.82656,-63.34014,310.32,1.12,1.06,2021-12-27,1452,T,49,6.1NRT,297.7,7.09,D
10.4799,-68.12029,317.2,1.22,1.1,2021-12-27,1452,T,55,6.1NRT,297.21,13.29,D
9.73563,-63.47323,322.22,1.11,1.05,2021-12-27,1452,T,70,6.1NRT,298.62,17.17,D
9.72471,-63.46464,319.23,1.11,1.05,2021-12-27,1452,T,61,6.1NRT,297.49,13.74,D
9.69926,-63.52579,318.76,1.1,1.05,2021-12-27,1452,T,74,6.1NRT,299.31,12.95,D
9.65247,-63.53278,322.46,1.1,1.05,2021-12-27,1452,T,78,6.1NRT,299.54,16.18,D
9.64618,-63.55403,344.93,1.1,1.05,2021-12-27,1452,T,93,6.1NRT,297.38,52.08,D
9.63968,-63.55119,327.39,1.1,1.05,2021-12-27,1452,T,82,6.1NRT,296.55,25.28,D
10.1427,-67.30552,319.59,1.1,1.05,2021-12-27,1452,T,75,6.1NRT,297.34,12.41,D
9.61842,-63.72581,345.02,1.09,1.04,2021-12-27,1452,T,93,6.1NRT,300.94,53.89,D
9.61694,-63.71604,320.14,1.09,1.04,2021-12-27,1452,T,75,6.1NRT,298.92,14.73,D
9.56622,-63.63331,319.33,1.1,1.04,2021-12-27,1452,T,73,6.1NRT,299.76,13.22,D
9.5647,-63.62344,314.58,1.1,1.04,2021-12-27,1452,T,62,6.1NRT,298.47,8.43,D
9.5593,-63.63016,325.99,1.1,1.04,2021-12-27,1452,T,76,6.1NRT,298.58,22.63,D
9.90022,-66.76136,310.39,1.05,1.02,2021-12-27,1452,T,45,6.1NRT,295.26,3.3,D
9.7726,-66.3864,322.27,1.02,1.01,2021-12-27,1452,T,75,6.1NRT,296.19,12.59,D
9.3832,-64.55047,312.32,1.03,1.01,2021-12-27,1452,T,54,6.1NRT,296.83,6.21,D
9.38182,-64.54123,314,1.03,1.01,2021-12-27,1452,T,50,6.1NRT,297.95,6.79,D
9.37001,-64.5241,317.04,1.03,1.01,2021-12-27,1452,T,70,6.1NRT,299.87,9.28,D
9.36863,-64.51485,318.67,1.03,1.01,2021-12-27,1452,T,72,6.1NRT,298.58,10.91,D
9.26901,-64.04025,311.62,1.06,1.03,2021-12-27,1452,T,30,6.1NRT,298.17,6.09,D
9.17412,-63.51986,314.38,1.12,1.05,2021-12-27,1452,T,58,6.1NRT,298.03,8.11,D
9.16471,-63.52134,314.6,1.12,1.05,2021-12-27,1452,T,64,6.1NRT,297.54,8.31,D
9.65448,-67.37619,318.91,1.1,1.05,2021-12-27,1452,T,68,6.1NRT,300.17,7.57,D
9.64802,-67.37355,317.53,1.1,1.04,2021-12-27,1452,T,66,6.1NRT,300.65,7.78,D
9.51013,-67.12057,323.99,1.07,1.03,2021-12-27,1452,T,75,6.1NRT,301.56,13.63,D
9.49278,-67.64255,321.33,1.12,1.06,2021-12-27,1452,T,70,6.1NRT,301.33,9.06,D
9.45296,-67.36345,323.21,1.09,1.04,2021-12-27,1452,T,73,6.1NRT,302.32,11.92,D
9.41124,-67.07243,321.95,1.06,1.03,2021-12-27,1452,T,71,6.1NRT,301.76,9.41,D
9.3346,-67.44649,326.42,1.1,1.05,2021-12-27,1452,T,69,6.1NRT,300.06,13.51,D
9.25979,-67.23396,318.66,1.08,1.04,2021-12-27,1452,T,54,6.1NRT,301.59,7.72,D
9.50085,-69.15752,318.72,1.37,1.16,2021-12-27,1452,T,56,6.1NRT,299.14,10.22,D
9.4565,-69.06385,316.78,1.35,1.15,2021-12-27,1452,T,56,6.1NRT,298.31,9.88,D
8.9455,-66.58932,322.27,1.02,1.01,2021-12-27,1452,T,68,6.1NRT,301.91,10.3,D
8.94417,-66.58011,324.03,1.02,1.01,2021-12-27,1452,T,75,6.1NRT,301.68,12.12,D
8.61678,-64.41944,317.6,1.05,1.02,2021-12-27,1452,T,70,6.1NRT,299.01,8.96,D
8.61537,-64.41004,332.7,1.05,1.02,2021-12-27,1452,T,85,6.1NRT,299.4,27.22,D
8.58862,-64.35645,316.32,1.05,1.02,2021-12-27,1452,T,58,6.1NRT,299.77,7.91,D
8.56041,-64.34731,315.53,1.05,1.02,2021-12-27,1452,T,60,6.1NRT,299.83,6.1,D
8.50036,-63.94447,326.53,1.09,1.04,2021-12-27,1452,T,61,6.1NRT,301.4,19.17,D
8.55547,-64.37682,318.79,1.05,1.02,2021-12-27,1452,T,64,6.1NRT,297.06,9.07,D
8.49107,-63.94587,323.22,1.09,1.04,2021-12-27,1452,T,64,6.1NRT,301.87,16.45,D
9.20579,-69.48535,317.97,1.43,1.18,2021-12-27,1452,T,51,6.1NRT,299.64,11.01,D
8.41821,-63.96673,322.65,1.09,1.04,2021-12-27,1452,T,68,6.1NRT,301.09,13.63,D
9.21001,-69.47842,318.68,1.42,1.18,2021-12-27,1452,T,59,6.1NRT,300.4,11.24,D
8.25495,-62.98855,312.53,1.22,1.1,2021-12-27,1452,T,64,6.1NRT,298,7.28,D
8.87105,-67.62386,321.23,1.11,1.05,2021-12-27,1452,T,69,6.1NRT,301.78,10.24,D
8.81342,-67.21385,328.23,1.07,1.03,2021-12-27,1452,T,79,6.1NRT,300.42,19.21,D
8.81207,-67.20427,345.18,1.07,1.03,2021-12-27,1452,T,92,6.1NRT,301.85,47.53,D
8.75429,-66.98605,327.83,1.05,1.02,2021-12-27,1452,T,79,6.1NRT,301.86,17.13,D
8.16124,-63.3046,327.83,1.17,1.08,2021-12-27,1452,T,82,6.1NRT,297.12,25.95,D
8.15963,-63.29411,315.33,1.18,1.08,2021-12-27,1452,T,55,6.1NRT,295.12,10.19,D
8.55557,-65.99624,318.97,1,1,2021-12-27,1452,T,67,6.1NRT,301.16,7.47,D
8.55426,-65.98725,319.71,1,1,2021-12-27,1452,T,68,6.1NRT,300.56,7.88,D
8.15162,-63.3061,315.45,1.17,1.08,2021-12-27,1452,T,55,6.1NRT,293.19,10.75,D
8.3833,-64.95394,318.65,1.02,1.01,2021-12-27,1452,T,64,6.1NRT,298.21,11.73,D
8.96902,-69.14299,323.58,1.34,1.15,2021-12-27,1452,T,76,6.1NRT,297.55,23,D
8.55789,-66.51971,320.53,1.02,1.01,2021-12-27,1452,T,64,6.1NRT,301.25,9.06,D
8.64423,-67.63356,317.54,1.1,1.05,2021-12-27,1452,T,36,6.1NRT,297.15,6.09,D
8.17732,-64.6867,316.7,1.03,1.02,2021-12-27,1452,T,52,6.1NRT,300.55,7.29,D
8.252,-65.50002,320.45,1,1,2021-12-27,1452,T,69,6.1NRT,301.23,10.7,D
8.4735,-67.08341,315.87,1.05,1.02,2021-12-27,1452,T,40,6.1NRT,299.54,4.31,D
8.46808,-67.04577,319.94,1.05,1.02,2021-12-27,1452,T,65,6.1NRT,302.83,7.44,D
8.43824,-67.09801,319.72,1.05,1.02,2021-12-27,1452,T,54,6.1NRT,302.08,7.43,D
8.08107,-64.78284,321.37,1.03,1.01,2021-12-27,1452,T,68,6.1NRT,302.44,9.99,D
8.07968,-64.77363,320.02,1.03,1.01,2021-12-27,1452,T,71,6.1NRT,303.57,9.17,D
8.09361,-65.11421,322.67,1.01,1.01,2021-12-27,1452,T,50,6.1NRT,301.92,10.58,D
8.08596,-65.1246,333.34,1.01,1.01,2021-12-27,1452,T,79,6.1NRT,302.23,22.62,D
8.08462,-65.11552,359.12,1.01,1.01,2021-12-27,1452,T,99,6.1NRT,305.73,74.18,D
8.04028,-64.87948,324.55,1.03,1.01,2021-12-27,1452,T,77,6.1NRT,302.75,13.03,D
8.03891,-64.8703,322.24,1.03,1.01,2021-12-27,1452,T,70,6.1NRT,302.26,10.13,D
7.8272,-64.68723,318.58,1.04,1.02,2021-12-27,1452,T,65,6.1NRT,299.7,9.72,D
7.8258,-64.67792,319.2,1.04,1.02,2021-12-27,1452,T,72,6.1NRT,300.2,10.15,D
7.73171,-64.17804,312.6,1.08,1.04,2021-12-27,1452,T,41,6.1NRT,294.33,6.99,D
8.08688,-66.76466,313.17,1.02,1.01,2021-12-27,1452,T,50,6.1NRT,294.61,5.71,D
8.08554,-66.75547,312.01,1.02,1.01,2021-12-27,1452,T,25,6.1NRT,296.44,5.18,D
7.99476,-66.63762,330.37,1.02,1.01,2021-12-27,1452,T,83,6.1NRT,295.22,22.62,D
7.99344,-66.62849,314.05,1.02,1.01,2021-12-27,1452,T,60,6.1NRT,296.84,4.85,D
7.72807,-65.50601,320.11,1,1,2021-12-27,1452,T,53,6.1NRT,304.07,10.84,D
7.59171,-64.71217,315.01,1.04,1.02,2021-12-27,1452,T,67,6.1NRT,296.46,7.6,D
7.47815,-64.39174,310.37,1.07,1.03,2021-12-27,1452,T,54,6.1NRT,293.69,5.53,D
7.93163,-69.09943,311.67,1.29,1.13,2021-12-27,1452,T,45,6.1NRT,296.2,6.25,D
7.85361,-68.83145,323.25,1.24,1.11,2021-12-27,1452,T,64,6.1NRT,300.93,16.91,D
7.85207,-68.82028,322.13,1.24,1.11,2021-12-27,1452,T,70,6.1NRT,299.54,15.65,D
7.43612,-66.15618,316.87,1,1,2021-12-27,1452,T,70,6.1NRT,297.14,7.85,D
7.4348,-66.14722,318.49,1,1,2021-12-27,1452,T,72,6.1NRT,296.78,9.38,D
7.85715,-69.22349,336.14,1.31,1.14,2021-12-27,1452,T,87,6.1NRT,297.25,43.29,D
7.8555,-69.2117,319.31,1.31,1.14,2021-12-27,1452,T,65,6.1NRT,297.02,12.75,D
7.84861,-69.23668,373.83,1.32,1.14,2021-12-27,1452,T,100,6.1NRT,299.65,181.22,D
7.84697,-69.22486,343.21,1.31,1.14,2021-12-27,1452,T,91,6.1NRT,297.92,59.32,D
7.84005,-69.24989,344.89,1.32,1.14,2021-12-27,1452,T,92,6.1NRT,297.08,66.06,D
7.83842,-69.23806,357.81,1.32,1.14,2021-12-27,1452,T,99,6.1NRT,299.2,107.63,D
7.70397,-69.29298,313.71,1.32,1.14,2021-12-27,1452,T,55,6.1NRT,296.53,6.71,D
7.7023,-69.28114,317.22,1.32,1.14,2021-12-27,1452,T,65,6.1NRT,296.71,10.94,D
7.18924,-66.42067,313.61,1,1,2021-12-27,1452,T,60,6.1NRT,295.11,5.86,D
6.68023,-63.73955,329.05,1.16,1.07,2021-12-27,1452,T,76,6.1NRT,294.44,27,D
6.67066,-63.74098,343.08,1.16,1.07,2021-12-27,1452,T,93,6.1NRT,299.13,52.54,D
6.66266,-63.75274,328.08,1.16,1.07,2021-12-27,1452,T,45,6.1NRT,297.77,23.96,D
7.19557,-68.06776,314.9,1.12,1.05,2021-12-27,1452,T,55,6.1NRT,296.93,7.88,D
7.19416,-68.05775,319.07,1.12,1.05,2021-12-27,1452,T,67,6.1NRT,296.81,11.98,D
7.06635,-67.41064,318.33,1.05,1.02,2021-12-27,1452,T,40,6.1NRT,301.92,6.98,D
7.23166,-68.62725,318.74,1.19,1.09,2021-12-27,1452,T,66,6.1NRT,298.25,11.33,D
6.98142,-67.52493,338.74,1.06,1.03,2021-12-27,1452,T,88,6.1NRT,301.59,34.08,D
6.98005,-67.51545,323.19,1.06,1.03,2021-12-27,1452,T,74,6.1NRT,301.31,11.74,D
6.74177,-66.63527,315.73,1.01,1,2021-12-27,1452,T,48,6.1NRT,298.92,5.98,D
6.91685,-68.11539,318.84,1.12,1.05,2021-12-27,1452,T,20,6.1NRT,299.93,7.07,D
6.91545,-68.1054,332.91,1.12,1.05,2021-12-27,1452,T,83,6.1NRT,301.66,25.77,D
6.90743,-68.11669,340.44,1.12,1.05,2021-12-27,1452,T,89,6.1NRT,302.1,40.02,D
6.90603,-68.10671,322.13,1.12,1.05,2021-12-27,1452,T,53,6.1NRT,302.05,10.68,D
6.9028,-68.1234,341.8,1.12,1.05,2021-12-27,1452,T,85,6.1NRT,301.17,43.78,D
6.90136,-68.11343,327.64,1.12,1.05,2021-12-27,1452,T,68,6.1NRT,301.36,18.54,D
6.67973,-66.77916,318.96,1.01,1.01,2021-12-27,1452,T,62,6.1NRT,300.01,7.96,D
6.82668,-68.36738,350.29,1.14,1.07,2021-12-27,1452,T,95,6.1NRT,301.44,64.52,D
6.82521,-68.35715,327.19,1.14,1.07,2021-12-27,1452,T,78,6.1NRT,300.65,18.66,D
6.81714,-68.36871,326.92,1.14,1.07,2021-12-27,1452,T,77,6.1NRT,299.9,18.69,D
6.47917,-66.10018,331.78,1,1,2021-12-27,1452,T,85,6.1NRT,300.68,22.69,D
6.47786,-66.09125,321.77,1,1,2021-12-27,1452,T,61,6.1NRT,299.75,11.02,D
6.47023,-66.10146,344.42,1,1,2021-12-27,1452,T,93,6.1NRT,300.58,42.26,D
6.57047,-66.97707,339.18,1.02,1.01,2021-12-27,1452,T,89,6.1NRT,300.04,33.66,D
6.85724,-69.22762,324.79,1.28,1.12,2021-12-27,1452,T,73,6.1NRT,294.54,17.65,D
6.85043,-69.2519,321.14,1.28,1.12,2021-12-27,1452,T,42,6.1NRT,294.94,11.81,D
6.68808,-68.38222,314.33,1.14,1.07,2021-12-27,1452,T,29,6.1NRT,298,5.9,D
6.68664,-68.37199,323.89,1.14,1.06,2021-12-27,1452,T,73,6.1NRT,298.06,17.17,D
6.63571,-68.01159,319.14,1.1,1.05,2021-12-27,1452,T,57,6.1NRT,301.37,7.55,D
6.5489,-67.53368,321.04,1.05,1.02,2021-12-27,1452,T,63,6.1NRT,302.25,8.46,D
6.57774,-68.55721,320.54,1.16,1.07,2021-12-27,1452,T,35,6.1NRT,300.15,10.27,D
6.56813,-68.55854,321.83,1.16,1.07,2021-12-27,1452,T,61,6.1NRT,301.26,12.04,D
6.56665,-68.54816,320.53,1.16,1.07,2021-12-27,1452,T,39,6.1NRT,299.29,9.34,D
6.51049,-68.79881,323.04,1.2,1.09,2021-12-27,1452,T,36,6.1NRT,301.08,12.35,D
6.65659,-70.14385,314.08,1.46,1.19,2021-12-27,1452,T,54,6.1NRT,294.07,9.92,D
6.47379,-68.89145,325.75,1.21,1.09,2021-12-27,1452,T,59,6.1NRT,300.35,15.95,D
6.47228,-68.88063,327.85,1.21,1.09,2021-12-27,1452,T,64,6.1NRT,300.65,18.39,D
6.25627,-67.47551,328.05,1.04,1.02,2021-12-27,1452,T,65,6.1NRT,304.61,16.84,D
6.44197,-69.25159,361.28,1.27,1.12,2021-12-27,1452,T,100,6.1NRT,298.21,112.87,D
6.44039,-69.24026,324.57,1.26,1.12,2021-12-27,1452,T,75,6.1NRT,296.04,18.15,D
6.17499,-67.36369,325.39,1.04,1.02,2021-12-27,1452,T,70,6.1NRT,302.26,9.85,D
6.43353,-69.26431,355.78,1.27,1.12,2021-12-27,1452,T,98,6.1NRT,298.03,89.34,D
6.43196,-69.25297,366.36,1.27,1.12,2021-12-27,1452,T,100,6.1NRT,297.85,132.08,D
6.42664,-69.28844,322.1,1.27,1.12,2021-12-27,1452,T,69,6.1NRT,297.4,13.01,D
6.42352,-69.26568,333.77,1.27,1.12,2021-12-27,1452,T,80,6.1NRT,296.54,31.14,D
6.42612,-69.28345,317.44,1.27,1.12,2021-12-27,1452,T,18,6.1NRT,297.11,7.67,D
6.42449,-69.27209,328.73,1.27,1.12,2021-12-27,1452,T,80,6.1NRT,296.66,24.45,D
6.42286,-69.26075,328.8,1.27,1.12,2021-12-27,1452,T,80,6.1NRT,296.72,25.55,D
